Serie;Fra;Til;#Vassdrag;Vassdrag;;;;;;;;;;;;;;;;;;
700;165;172;6;165;168;169;170;171;172;;;;;;;;;;;;;Bruk av stasjonene: 165.13. Nye Strandå (skaleringsfaktor: 16.566), 168.3. Lakså bru, 168.1. Storvatn (skaleringsfaktor 31.332),  A172.5. Melkedal ,168.2 Mørsvik bu og 172.7. Leirpoldvatn.'
700;166;167;2;166;167;;;;;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 166, 167. ABruk av stasjonene: 166.1 Lakshola (skaleringsfaktor 1), 166.13 Vallvatn (skaleringsfaktor 1), 166.20 Lakshola krv. (skaleringsfaktor 1),  A167.3 Kobbvatn (skaleringsfaktor 1) og 168.3 Lakså bru (skaleringsfaktor 32.881).'
700;173;175;3;173;174;175;;;;;;;;;;;;;;;;Serien består av: A173.22 Gamnes, 173.10 Skjomen kraftverk, 175.2 Niingen ndf. 174.3 Øvstervatn (59,453)'
700;176;189;5;176;177;187;188;189;;;;;;;;;;;;;;Bruk av stasjonene: 177.3 Storvatn ndf., 189.4. Skodbergvatn ndf., 177.4. Sneisvatn (skaleringsfaktor: 25,518),  A191.2 Øvrevatn (skaleringsfaktor 0,559) og 189.3 Tennevikvatn.'
700;178;186;4;178;184;185;186;;;;;;;;;;;;;;;'Bruk av stasjonene: 178.1 Langvatn (skaleringsfaktor 54.015), 185.1 Gåslandsvatn (skaleringsfaktor 228.104) og 186.2 Ånsvatn.'
700;179;183;5;179;180;181;182;183;;;;;;;;;;;;;;'Bruk av stasjonene: 179.6 Jordelv, 180.1 Grønlivatn og 185.1 Gåslandsvatn (skaleringsfaktor 157.51).'
700;190;195;6;190;191;192;193;194;195;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 190-195. ABruk av stasjonene: 191.2. Øvrevatn (skaleringsfaktor 3.049), 194.4. Mevatn (skaleringsfaktor 11.033).'
700;196;196;1;196;;;;;;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 196. ABruk av stasjonene: 196.35 Malangsfoss (skaleringsfaktor 1), 196.36 Fosshaug (skaleingsfaktor 1) og 194.4 Mevatn (skaleringsfaktor 5.339).'
700;197;203;7;197;198;199;200;201;202;203;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 197-203. ABruk av stasjonene: 200.4 Skogsfjordvatn (skaleringsfaktor 15.586), 203.2. Jægervatn (skaleringsfaktor 13.457), A194.4 Mevatn (skaleringsfaktor 3,987).'
700;204;210;7;204;205;206;207;208;209;210;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 204-210. ABruk av stasjonene: 203.2. Jægervatn (skaleringsfaktor 15.058), 206.2. Holm bru, 206.3. Manndalen bru ,  A208.2. Oksfjordvatn (skaleringsfaktor 12.443), 208.3. Svartfossberget, 209.4. Lillefossen.'
700;211;233;17;211;213;214;215;216;217;218;219;220;221;227;228;229;230;231;232;233;;Totalavrenning for kyststrekningen fra vassdragsomr: 211, 213-221, 227-233. ABruk av stasjonene: 213,2, Leirbotnvant (skaleringsfaktor: 70.277), 230.1. Nordmannset (skaleringsfaktor 78.450), A213.4. Kvalsund, 223.2. Lombola (skaleringsfaktor 3.978).'
700;212;212;1;212;;;;;;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 212. ABruk av stasjonene: 212.11 Kista (skaleringsfaktor 1), 212.48 Sagafoss (skaleringsfaktor 1) , 212.49 Halsnes (skaleringsfaktor 1)  Aog 213.2 Leribotnvatn (skaleringsfaktor 11,506).'
700;222;226;5;222;223;224;225;226;;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 222-226. ABruk av stasjonene: 223.2. Lombola (skaleringsfaktor 4.373),  224.1. Skoganvarre, 213.2 Leirbotnvatn (skaleringsfaktor: 4.874).'
700;234;234;1;234;;;;;;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 234. ABruk av stasjonene: 234.18 Polmak nye (skaleringsfaktor 1), 230.1 Nordmannset (skaleringsfaktor 80,759) alt. 244.2 Neiden (skaleringsfaktor 1,891).'
700;235;241;7;235;236;237;238;239;240;241;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr: 235-241. ABruk av stasjonene: 237.1. Båtsfjord , 230.1. Nordmannset (skaleringsfaktor 169.240).'
700;242;247;6;242;243;244;245;246;247;;;;;;;;;;;;;Totalavrenning for kyststrekningen fra vassdragsomr. 242-247. ABruk av stasjonene: 244.2. Neiden (skaleringsfaktor 1.546), 246.12. Skogfoss krv., 247.3. Karpelva (skaleringsfaktor: 15.698).'
